-10	1.64345
-9	1.65321
-8	1.69897
-7	1.74819
-6	1.79934
-5	1.83885
-4	1.98677
-3	1.98227
-2	2.03342
-1	2.08636
0	2.16435
1	2.23553
2	2.26951
3	2.28556
4	2.29885
5	2.36361
6	2.40824
7	2.49136
8	2.51587
9	2.54033
10	2.55509
11	2.63849
12	2.68215
13	2.68753
14	2.7364
15	2.75282
16	2.85914
17	2.92117
18	2.92634
19	2.98408
20	3.0465
21	3.09342
22	3.15897
23	3.25744
24	3.32408
25	3.39777
26	3.471
